lcl|contig0000009	662930
lcl|contig0000012	571785
lcl|contig0000014	565549
lcl|contig0000017	563623
lcl|contig0000018	563226
lcl|contig0000021	549099
lcl|contig0000023	538096
lcl|contig0000024	535634
lcl|contig0000025	532279
lcl|contig0000027	516512
lcl|contig0000029	508872
lcl|contig0000030	501418
lcl|contig0000032	495414
lcl|contig0000034	484258
lcl|contig0000037	469743
lcl|contig0000039	467936
lcl|contig0000040	466704
lcl|contig0000041	466579
lcl|contig0000042	463321
lcl|contig0000043	461460
lcl|contig0000044	458755
lcl|contig0000047	444431
lcl|contig0000048	442402
lcl|contig0000050	438918
lcl|contig0000051	436979
lcl|contig0000053	431351
lcl|contig0000054	430647
lcl|contig0000055	430282
lcl|contig0000056	429199
lcl|contig0000059	410936
lcl|contig0000060	405260
lcl|contig0000062	395568
lcl|contig0000063	394411
lcl|contig0000064	392972
lcl|contig0000065	392308
lcl|contig0000066	391914
lcl|contig0000067	391761
lcl|contig0000069	389875
lcl|contig0000070	389477
lcl|contig0000072	385482
lcl|contig0000073	383161
lcl|contig0000075	381537
lcl|contig0000076	381459
lcl|contig0000077	380330
lcl|contig0000078	379680
lcl|contig0000080	372345
lcl|contig0000082	371159
lcl|contig0000084	370109
lcl|contig0000086	366859
lcl|contig0000087	366546
lcl|contig0000088	366052
lcl|contig0000090	365306
lcl|contig0000091	364738
lcl|contig0000092	364920
lcl|contig0000093	363186
lcl|contig0000094	359573
lcl|contig0000095	358798
lcl|contig0000096	358137
lcl|contig0000097	357175
lcl|contig0000098	356278
lcl|contig0000099	355377
lcl|contig0000100	354561
lcl|contig0000101	354162
lcl|contig0000102	351445
lcl|contig0000103	351033
lcl|contig0000104	350810
lcl|contig0000105	349901
lcl|contig0000106	349279
lcl|contig0000107	347343
lcl|contig0000108	346223
lcl|contig0000109	345206
lcl|contig0000110	345150
lcl|contig0000111	345125
lcl|contig0000112	343875
lcl|contig0000113	343679
lcl|contig0000114	342849
lcl|contig0000115	342316
lcl|contig0000117	340707
lcl|contig0000119	339512
lcl|contig0000121	336975
lcl|contig0000122	336963
lcl|contig0000124	336337
lcl|contig0000125	335375
lcl|contig0000126	334859
lcl|contig0000127	334523
lcl|contig0000128	330556
lcl|contig0000129	330626
lcl|contig0000130	329972
lcl|contig0000131	329454
lcl|contig0000132	328713
lcl|contig0000133	328805
lcl|contig0000134	328549
lcl|contig0000135	326845
lcl|contig0000136	325372
lcl|contig0000137	325253
lcl|contig0000138	324881
lcl|contig0000139	324823
lcl|contig0000140	324021
lcl|contig0000141	323642
lcl|contig0000142	323398
lcl|contig0000143	322024
lcl|contig0000145	320707
lcl|contig0000146	320156
lcl|contig0000147	320213
lcl|contig0000148	319531
lcl|contig0000149	319001
lcl|contig0000150	318920
lcl|contig0000151	317997
lcl|contig0000152	317889
lcl|contig0000154	317182
lcl|contig0000156	316389
lcl|contig0000159	315605
lcl|contig0000160	315363
lcl|contig0000161	314398
lcl|contig0000162	314531
lcl|contig0000163	314124
lcl|contig0000164	313309
lcl|contig0000165	313157
lcl|contig0000166	312568
lcl|contig0000167	311668
lcl|contig0000168	310656
lcl|contig0000170	310374
lcl|contig0000171	309656
lcl|contig0000172	309772
lcl|contig0000173	308172
lcl|contig0000174	307502
lcl|contig0000176	306827
lcl|contig0000177	305972
lcl|contig0000179	305407
lcl|contig0000180	304063
lcl|contig0000181	303594
lcl|contig0000182	303412
lcl|contig0000183	303322
lcl|contig0000184	302974
lcl|contig0000186	301199
lcl|contig0000187	300621
lcl|contig0000189	300049
lcl|contig0000190	299835
lcl|contig0000191	299071
lcl|contig0000193	299104
lcl|contig0000194	298402
lcl|contig0000195	297300
lcl|contig0000197	297201
lcl|contig0000198	296725
lcl|contig0000199	296376
lcl|contig0000200	296049
lcl|contig0000202	295405
lcl|contig0000203	295218
lcl|contig0000205	293329
lcl|contig0000206	292949
lcl|contig0000207	292963
lcl|contig0000208	292419
lcl|contig0000209	292265
lcl|contig0000210	292163
lcl|contig0000211	290493
lcl|contig0000212	290241
lcl|contig0000213	289200
lcl|contig0000214	289379
lcl|contig0000215	288763
lcl|contig0000216	288630
lcl|contig0000217	288683
lcl|contig0000218	288749
lcl|contig0000219	288417
lcl|contig0000220	288308
lcl|contig0000221	288087
lcl|contig0000222	287971
lcl|contig0000223	287933
lcl|contig0000224	287229
lcl|contig0000226	286739
lcl|contig0000227	286590
lcl|contig0000228	286295
lcl|contig0000229	286147
lcl|contig0000230	285745
lcl|contig0000231	285712
lcl|contig0000232	285529
lcl|contig0000233	285229
lcl|contig0000234	285046
lcl|contig0000235	284905
lcl|contig0000236	284516
lcl|contig0000237	284153
lcl|contig0000238	284162
lcl|contig0000240	282553
lcl|contig0000241	282081
lcl|contig0000242	280938
lcl|contig0000243	280185
lcl|contig0000245	279988
lcl|contig0000246	279268
lcl|contig0000247	279445
lcl|contig0000248	278078
lcl|contig0000249	277572
lcl|contig0000250	277178
lcl|contig0000251	275950
lcl|contig0000252	275337
lcl|contig0000253	275286
lcl|contig0000254	275106
lcl|contig0000255	275012
lcl|contig0000256	274817
lcl|contig0000258	273582
lcl|contig0000259	273444
lcl|contig0000260	273120
lcl|contig0000261	272523
lcl|contig0000262	272525
lcl|contig0000264	272288
lcl|contig0000265	272062
lcl|contig0000267	271572
lcl|contig0000268	271350
lcl|contig0000269	271264
lcl|contig0000271	270964
lcl|contig0000273	270313
lcl|contig0000274	268879
lcl|contig0000275	269021
lcl|contig0000276	268810
lcl|contig0000278	266402
lcl|contig0000279	266236
lcl|contig0000280	265854
lcl|contig0000281	265740
lcl|contig0000282	265753
lcl|contig0000283	265505
lcl|contig0000284	265442
lcl|contig0000285	265046
lcl|contig0000287	264915
lcl|contig0000288	264837
lcl|contig0000289	264232
lcl|contig0000291	263704
lcl|contig0000292	263423
lcl|contig0000293	263279
lcl|contig0000294	262876
lcl|contig0000295	262871
lcl|contig0000296	262826
lcl|contig0000298	261953
lcl|contig0000299	261906
lcl|contig0000300	261867
lcl|contig0000301	261517
lcl|contig0000302	261142
lcl|contig0000303	261011
lcl|contig0000305	261004
lcl|contig0000306	260482
lcl|contig0000307	260229
lcl|contig0000308	260093
lcl|contig0000309	260024
lcl|contig0000310	259863
lcl|contig0000312	259807
lcl|contig0000313	259457
lcl|contig0000315	259198
lcl|contig0000316	258851
lcl|contig0000317	258894
lcl|contig0000318	258734
lcl|contig0000319	258652
lcl|contig0000320	258279
lcl|contig0000321	258291
lcl|contig0000322	257703
lcl|contig0000323	257634
lcl|contig0000324	257081
lcl|contig0000327	256457
lcl|contig0000328	256195
lcl|contig0000330	255594
lcl|contig0000331	255076
lcl|contig0000333	254485
lcl|contig0000335	253556
lcl|contig0000336	253496
lcl|contig0000337	253402
lcl|contig0000338	253262
lcl|contig0000339	252618
lcl|contig0000340	252652
lcl|contig0000341	252279
lcl|contig0000342	252255
lcl|contig0000343	251841
lcl|contig0000344	251451
lcl|contig0000345	251181
lcl|contig0000346	251150
lcl|contig0000347	251189
lcl|contig0000348	250891
lcl|contig0000349	250568
lcl|contig0000350	250390
lcl|contig0000351	250397
lcl|contig0000352	249736
lcl|contig0000353	249380
lcl|contig0000354	249420
lcl|contig0000355	248658
lcl|contig0000356	248287
lcl|contig0000357	248274
lcl|contig0000358	247714
lcl|contig0000359	247782
lcl|contig0000360	247564
lcl|contig0000361	247352
lcl|contig0000363	247112
lcl|contig0000364	246462
lcl|contig0000365	246038
lcl|contig0000366	246013
lcl|contig0000368	245224
